id,text
3966927,"1 PATENT LAW. 2  Patent law protects inventions. 3  By filing and obtaining a patent from the United States Patent and Trademark Office, the inventor of a product receives a monopoly on the commercial exploitation and use of a product for up to 20 years. Patent law protects inventions. 2  By filing and obtaining a patent from the United States Patent and Trademark Office, the inventor of a product receives a monopoly on the commercial exploitation and use of a product for up to 20 years."
3967637,"Tundra is the coldest of all the biomes. Tundra comes from the Finnish word tunturi, meaning treeless plain. It is noted for its frost-molded landscapes, extremely low temperatures, little precipitation, poor nutrients, and short growing seasons. Dead organic material functions as a nutrient pool."
3967919,"What's Dewin' in Dewey! Dewey Beach, located between the Atlantic Ocean and Rehoboth Bay, offers beach sports and activities as well as great restaurants, majestic sunsets, live music, dancing, and nightlife that are world famous for adults of all ages. The Resort Area hosts many events for fun-seekers of all ages."
3969043,"exists and is an alternate of . Making the world better, one answer at a time. Crackles: Fine crackling or bubbling sounds, commonly heard during inspiration when there is fluid in the alveoli; also called rales. Crackles: Fine crackling or bubbling sounds, commonly heard during inspiration when there is fluid in the alveoli; also called rales."
3972862,"When it comes to property and casualty insurance, an endorsement is a amendment to your insurance policy contract that specifies your coverage under certain special circumstances or for itemized valuables."
3973290,"Anarthria is the most severe form of dysarthria, resulting in the loss of clear, articulate speech. Dysarthria is a speech deficit caused by problems controlling the muscles involved in speech production. Anarthria and dysarthria are not caused by problems with language comprehension or with problems thinking or finding the right words."
3975066,"Where's My Refund? - Check Your IL State Tax Refund Status. Using efile and direct deposit is the fastest way to get your Illinois state tax refund. If you efile an Illinois state tax return, your refund will generally be processed within 1 week. If you file a paper return, it could take as long as 15 weeks to receive your state refund. Check your Illinois tax refund status."
3976434,"Sykesville, Carroll County, Maryland. Sykesville, Maryland - The fear and uncertainty that has gripped residents here the past two weeks has been intensified by two new reports of monster sightings received by police Friday."
3976562,"What setting should my air conditioner be on? During the warmer months, the thermostat to an air conditioner should be set at 78 degrees Fahrenheit. If this is not comfortable, some experts recommend lowering the temperature to no less than 74 degrees to avoid high utility costs."
3976784,How is Manual of Regulatory Audits abbreviated? MRA stands for Manual of Regulatory Audits. MRA is defined as Manual of Regulatory Audits rarely.
3977321,"falx cerebelÂ´li the fold of dura mater separating the cerebellar hemispheres. falx ceÂ´rebri a sickle-shaped fold of dura mater in the longitudinal fissure, which separates the two cerebral hemispheres.l. falces [L.] a sickle-shaped structure. falx cerebelli. the fold of dura mater separating the cerebellar hemispheres. falx cerebri. a sickle-shaped fold of dura mater in the longitudinal fissure, which separates the two cerebral hemispheres."
3977555,OR... Select a conversion type and the desired units. The following tables provide a summary of the Volume units (both Fluid Volume units and Cubic Volume units) within their respective measurement systems. Note: There is a difference between US Customary Units and the Imperial System for volume conversions.
3981467,"As was announced in October 2014, Avengers: Infinity War Part 1 will be released on May 4, 2018, and Part 2 will follow on May 3, 2019."
3981506,"The Non-GMO Project is a non-profit organization committed to preserving and building the non-GMO food supply, educating consumers, and providing verified non-GMO choices. We believe that everyone has a right to know whatâs in the food theyâre eating and feeding their loved ones."
3981792,"All About Emotional Support Dogs. What To Know About Getting An Support Dog. Studies have shown that people with disabilities often find comfort in owning companion animals. For this reason, many doctors prescribe support animals to their patients who need soothing, comfort and unconditional love."
3983629,The creamy flesh of the avocado is a great fiber source; a two-tablespoon serving of avocado has about 2 grams of fiber and an entire fruit contains around 10 grams. Avocados are also an excellent source of mono- and polyunsaturated fatsâthe good kind that can help lower cholesterol and reduce heart-disease risk.
3985973,Perineoplasty. Perineoplasty is a medical operation that is required when the perineum is rather loose and requires tightening up.Sometimes Perineoplasty is used to tighten the vagina to increase sexual pleasure for the patient and her husband or partner.erineoplasty. Perineoplasty is a medical operation that is required when the perineum is rather loose and requires tightening up.
